predicted_Sale,Qty,Category,Product,Country
21066.449687709679,20,Jeans,Jeans2,Japan
17315.241101834676,5,Jeans,Jeans2,Japan
6390.9127792317513,6,Jeans,Jeans2,SriLanka
5640.671062056751,3,Jeans,Jeans2,SriLanka
6640.9933516234187,7,Jeans,Jeans2,SriLanka
7391.235068798419,10,Jeans,Jeans2,SriLanka
6140.8322068400839,5,Jeans,Jeans2,SriLanka
5640.671062056751,3,Jeans,Jeans2,SriLanka
3411.5534168219519,12,Jeans,Jeans2,HongKong
1968.9629751763923,11,Jeans,Jeans2,Oman
1968.9629751763923,11,Jeans,Jeans2,Oman
15354.73818888009,7,Jeans,Jeans3,Japan
14354.415899313422,3,Jeans,Jeans3,Japan
17605.463340405091,16,Jeans,Jeans3,Japan
14604.49647170509,4,Jeans,Jeans3,Japan
16605.141050838425,12,Jeans,Jeans3,Japan
17855.543912796758,17,Jeans,Jeans3,Japan
15104.657616488425,6,Jeans,Jeans3,Japan
3680.1681491021645,5,Jeans,Jeans3,SriLanka
3430.0875767104981,4,Jeans,Jeans3,SriLanka
3680.1681491021645,5,Jeans,Jeans3,SriLanka
3430.0875767104981,4,Jeans,Jeans3,SriLanka
2201.2922210423667,17,Jeans,Jeans3,HongKong
-1299.8357924409697,3,Jeans,Jeans3,HongKong
1951.2116486506998,16,Jeans,Jeans3,HongKong
-1299.8357924409697,3,Jeans,Jeans3,HongKong
-241.62051016986095,12,Jeans,Jeans3,Oman
1673.4420428357753,13,Jeans,Jeans3,Norway
923.20032566077487,10,Jeans,Jeans3,Norway
-577.28310868922642,4,Jeans,Jeans3,Norway
542.2309436323718,13,Jeans,Jeans3,Germany
1199.8659953241427,15,Jeans,Jeans3,Qatar
17946.494875791781,15,Jeans,Jeans4,Japan
3771.119112097188,3,Jeans,Jeans4,SriLanka
3270.9579673138542,1,Jeans,Jeans4,SriLanka
3771.119112097188,3,Jeans,Jeans4,SriLanka
3771.119112097188,3,Jeans,Jeans4,SriLanka
4271.2802568805218,5,Jeans,Jeans4,SriLanka
5271.6025464471886,9,Jeans,Jeans4,SriLanka
41.518032512387776,6,Jeans,Jeans4,HongKong
541.67917729572162,8,Jeans,Jeans4,HongKong
1291.9208944707225,11,Jeans,Jeans4,HongKong
291.5986049040547,7,Jeans,Jeans4,HongKong
599.57217000016283,13,Jeans,Jeans4,Oman
1099.7333147834966,15,Jeans,Jeans4,Oman
-117.05981054760548,8,Jeans,Jeans4,Germany
1290.8169583191657,13,Jeans,Jeans4,Qatar
1540.8975307108326,14,Jeans,Jeans4,Qatar
-709.82762081416911,5,Jeans,Jeans4,Qatar
16844.806215397046,11,Jeans,Jeans5,Japan
5170.2361756191194,9,Jeans,Jeans5,SriLanka
4920.155603227453,8,Jeans,Jeans5,SriLanka
5170.2361756191194,9,Jeans,Jeans5,SriLanka
5420.3167480107868,10,Jeans,Jeans5,SriLanka
4419.9944584441191,6,Jeans,Jeans5,SriLanka
3441.2796751676551,20,Jeans,Jeans5,HongKong
690.39337885931911,9,Jeans,Jeans5,HongKong
690.39337885931911,9,Jeans,Jeans5,HongKong
-309.92891070734834,5,Jeans,Jeans5,HongKong
-2002.5999247445752,3,Jeans,Jeans5,Oman
1748.6086611304281,18,Jeans,Jeans5,Oman
2248.769805913762,20,Jeans,Jeans5,Oman
-502.11649039457382,9,Jeans,Jeans5,Oman
1412.9460626110622,10,Jeans,Jeans5,Norway
1412.9460626110622,10,Jeans,Jeans5,Norway
162.54320065272793,5,Jeans,Jeans5,Norway
-1968.9901881173428,1,Jeans,Jeans5,Germany
-1718.9096157256763,2,Jeans,Jeans5,Germany
-968.66789855067543,5,Jeans,Jeans5,Germany
-1561.4357088172392,2,Jeans,Jeans5,Qatar
-311.03284685890446,7,Jeans,Jeans5,Qatar
19163.935268974234,17,Jeans,Jeans6,Japan
19914.176986149236,20,Jeans,Jeans6,Japan
4988.5595052796407,5,Jeans,Jeans6,SriLanka
4988.5595052796407,5,Jeans,Jeans6,SriLanka
4488.3983604963069,3,Jeans,Jeans6,SriLanka
4738.4789328879742,4,Jeans,Jeans6,SriLanka
4988.5595052796407,5,Jeans,Jeans6,SriLanka
4988.5595052796407,5,Jeans,Jeans6,SriLanka
5988.8817948463084,9,Jeans,Jeans6,SriLanka
5988.8817948463084,9,Jeans,Jeans6,SriLanka
-241.52500865516072,2,Jeans,Jeans6,HongKong
3509.6835772198428,17,Jeans,Jeans6,HongKong
2259.2807152615078,12,Jeans,Jeans6,HongKong
4009.8447220031758,19,Jeans,Jeans6,HongKong
2759.4418600448416,14,Jeans,Jeans6,HongKong
-1183.9543055173867,3,Jeans,Jeans6,Oman
2817.3348527492826,19,Jeans,Jeans6,Oman
4732.3974057549194,20,Jeans,Jeans6,Norway
731.1082474882495,4,Jeans,Jeans6,Norway
3982.1556885799191,17,Jeans,Jeans6,Norway
2231.5916818382507,10,Jeans,Jeans6,Norway
2731.7528266215841,12,Jeans,Jeans6,Norway
2481.6722542299176,11,Jeans,Jeans6,Norway
-1150.3445688901547,1,Jeans,Jeans6,Germany
3351.1057341598485,19,Jeans,Jeans6,Germany
1600.5417274181805,12,Jeans,Jeans6,Germany
1257.8544895432842,10,Jeans,Jeans6,Qatar
1242.138769793587,6,Shoes,Nike Shoes,India
241.81648022691934,2,Shoes,Nike Shoes,India
18836.521246896373,20,Perfumes,Perfume1,Japan
17586.11838493804,15,Perfumes,Perfume1,Japan
4911.2260555934454,9,Perfumes,Perfume1,SriLanka
2910.5814764601105,1,Perfumes,Perfume1,SriLanka
4911.2260555934454,9,Perfumes,Perfume1,SriLanka
4411.0649108101115,7,Perfumes,Perfume1,SriLanka
3160.6620488517774,2,Perfumes,Perfume1,SriLanka
3910.9037660267777,5,Perfumes,Perfume1,SriLanka
2432.02783796698,17,Perfumes,Perfume1,HongKong
2432.02783796698,17,Perfumes,Perfume1,HongKong
2181.9472655753129,16,Perfumes,Perfume1,HongKong
-1511.368327595249,6,Perfumes,Perfume1,Oman
989.4373963214199,16,Perfumes,Perfume1,Oman
-596.62806415628017,3,Perfumes,Perfume1,Norway
653.7747978020542,8,Perfumes,Perfume1,Norway
2404.3388045437223,15,Perfumes,Perfume1,Norway
772.966560556985,13,Perfumes,Perfume1,Germany
-1070.2041116679125,5,Perfumes,Perfume1,Qatar
1930.7627570320897,17,Perfumes,Perfume1,Qatar
18970.969067487422,19,Perfumes,Perfume2,Japan
14969.679909220753,3,Perfumes,Perfume2,Japan
17720.566205529089,14,Perfumes,Perfume2,Japan
14969.679909220753,3,Perfumes,Perfume2,Japan
16470.163343570752,9,Perfumes,Perfume2,Japan
3295.1098694428274,1,Perfumes,Perfume2,SriLanka
4795.5933037928289,7,Perfumes,Perfume2,SriLanka
5295.7544485761618,9,Perfumes,Perfume2,SriLanka
3545.1904418344939,2,Perfumes,Perfume2,SriLanka
5295.7544485761618,9,Perfumes,Perfume2,SriLanka
315.75050703302793,7,Perfumes,Perfume2,HongKong
3316.71737573303,19,Perfumes,Perfume2,HongKong
-434.4912101419726,4,Perfumes,Perfume2,HongKong
-2377.2427965708666,1,Perfumes,Perfume2,Oman
-126.5176450458647,10,Perfumes,Perfume2,Oman
-126.5176450458647,10,Perfumes,Perfume2,Oman
2288.7060527431049,13,Perfumes,Perfume2,Norway
3789.1894870931064,19,Perfumes,Perfume2,Norway
2157.817243106369,17,Perfumes,Perfume2,Germany
-342.98848081029917,7,Perfumes,Perfume2,Germany
2657.9783878897028,19,Perfumes,Perfume2,Germany
407.25323636470114,10,Perfumes,Perfume2,Germany
-185.51457390186204,7,Perfumes,Perfume2,Qatar
19536.054048068356,10,Perfumes,Perfume3,Japan
18285.651186110023,5,Perfumes,Perfume3,Japan
22036.859771985026,20,Perfumes,Perfume3,Japan
20036.215192851691,12,Perfumes,Perfume3,Japan
20786.456910026693,15,Perfumes,Perfume3,Japan
21036.537482418356,16,Perfumes,Perfume3,Japan
19536.054048068356,10,Perfumes,Perfume3,Japan
22036.859771985026,20,Perfumes,Perfume3,Japan
7111.242291115429,5,Perfumes,Perfume3,SriLanka
6611.0811463320961,3,Perfumes,Perfume3,SriLanka
8111.5645806820967,9,Perfumes,Perfume3,SriLanka
8111.5645806820967,9,Perfumes,Perfume3,SriLanka
2631.399494355629,5,Perfumes,Perfume3,HongKong
5190.0982109767392,20,Perfumes,Perfume3,Oman
5190.0982109767392,20,Perfumes,Perfume3,Oman
5190.0982109767392,20,Perfumes,Perfume3,Oman
5104.51618484904,13,Perfumes,Perfume3,Norway
3880.6984201624068,12,Perfumes,Perfume3,Qatar
4630.9401373374085,15,Perfumes,Perfume3,Qatar
19819.977814846483,19,Perfumes,Perfume4,Japan
19319.816670063148,17,Perfumes,Perfume4,Japan
17319.172090929813,9,Perfumes,Perfume4,Japan
18569.574952888146,14,Perfumes,Perfume4,Japan
20070.05838723815,20,Perfumes,Perfume4,Japan
4644.27976158522,3,Perfumes,Perfume4,SriLanka
6394.8437683268885,10,Perfumes,Perfume4,SriLanka
4144.1186168018858,1,Perfumes,Perfume4,SriLanka
6394.8437683268885,10,Perfumes,Perfume4,SriLanka
164.43696482541907,3,Perfumes,Perfume4,HongKong
-1028.072904428474,3,Perfumes,Perfume4,Oman
-527.91175964514,5,Perfumes,Perfume4,Oman
1472.7328194881948,13,Perfumes,Perfume4,Oman
-277.8311872534731,6,Perfumes,Perfume4,Oman
-1278.1534768201409,2,Perfumes,Perfume4,Oman
1722.8133918798612,14,Perfumes,Perfume4,Oman
2637.5536553188304,11,Perfumes,Perfume4,Norway
1637.2313657521631,7,Perfumes,Perfume4,Norway
2887.6342277104968,12,Perfumes,Perfume4,Norway
386.82850379382853,2,Perfumes,Perfume4,Norway
2637.5536553188304,11,Perfumes,Perfume4,Norway
3387.7953724938307,14,Perfumes,Perfume4,Norway
1506.3425561154268,11,Perfumes,Perfume4,Germany
506.02026654875965,7,Perfumes,Perfume4,Germany
1756.4231285070937,12,Perfumes,Perfume4,Germany
506.02026654875965,7,Perfumes,Perfume4,Germany
2756.7454180737609,16,Perfumes,Perfume4,Germany
2664.1387525905316,15,Perfumes,Perfume4,Qatar
3414.3804697655319,18,Perfumes,Perfume4,Qatar
3664.4610421571992,19,Perfumes,Perfume4,Qatar
17179.558545107371,14,Perfumes,Perfume5,Japan
15679.075110757371,8,Perfumes,Perfume5,Japan
17929.800262282373,17,Perfumes,Perfume5,Japan
14428.672248799036,3,Perfumes,Perfume5,Japan
2754.1022090211104,1,Perfumes,Perfume5,SriLanka
4254.5856433711115,7,Perfumes,Perfume5,SriLanka
4754.7467881544453,9,Perfumes,Perfume5,SriLanka
3004.1827814127773,2,Perfumes,Perfume5,SriLanka
1025.1457085696452,12,Perfumes,Perfume5,HongKong
1275.2262809613121,13,Perfumes,Perfume5,HongKong
1275.2262809613121,13,Perfumes,Perfume5,HongKong
2275.54857052798,17,Perfumes,Perfume5,HongKong
1333.1192736657536,18,Perfumes,Perfume5,Oman
1083.0387012740866,17,Perfumes,Perfume5,Oman
82.71641170741907,13,Perfumes,Perfume5,Oman
1616.8095826846525,17,Perfumes,Perfume5,Germany
523.88062763475511,12,Perfumes,Perfume5,Qatar
273.80005524308865,11,Perfumes,Perfume5,Qatar
-1476.7639514985794,4,Perfumes,Perfume5,Qatar
-2227.00566867358,1,Perfumes,Perfume5,Qatar
773.961200026422,13,Perfumes,Perfume5,Qatar
4436.5060358239925,8,Perfumes,Perfume6,SriLanka
3186.1031738656579,3,Perfumes,Perfume6,SriLanka
4936.6671806073255,10,Perfumes,Perfume6,SriLanka
3686.2643186489918,5,Perfumes,Perfume6,SriLanka
2685.9420290823241,1,Perfumes,Perfume6,SriLanka
1457.1466734141927,14,Perfumes,Perfume6,HongKong
2457.4689629808604,18,Perfumes,Perfume6,HongKong
-2486.2494921480356,3,Perfumes,Perfume6,Oman
-1235.8466301897015,8,Perfumes,Perfume6,Oman
-1235.8466301897015,8,Perfumes,Perfume6,Oman
1765.1202385103011,20,Perfumes,Perfume6,Oman
-1986.0883473647018,5,Perfumes,Perfume6,Oman
1014.8785213353004,17,Perfumes,Perfume6,Oman
3180.0216467326036,19,Perfumes,Perfume6,Norway
3180.0216467326036,19,Perfumes,Perfume6,Norway
-1071.3480839257331,2,Perfumes,Perfume6,Norway
1679.5382123826021,13,Perfumes,Perfume6,Norway
2429.7799295576028,16,Perfumes,Perfume6,Norway
-571.18693914239941,4,Perfumes,Perfume6,Norway
-2202.5591831291367,2,Perfumes,Perfume6,Germany
2048.8105475292,19,Perfumes,Perfume6,Germany
2206.2844544376371,19,Perfumes,Perfume6,Qatar
205.63987530430234,11,Perfumes,Perfume6,Qatar
1205.9621648709694,15,Perfumes,Perfume6,Qatar
14817.183144889726,4,Smart Phone,Phone1,Japan
16567.747151631393,11,Smart Phone,Phone1,Japan
18568.391730764728,19,Smart Phone,Phone1,Japan
3164.2206114020028,20,Smart Phone,Phone1,HongKong
1163.5760322686679,12,Smart Phone,Phone1,HongKong
-2029.5784161185602,4,Smart Phone,Phone1,Oman
-2029.5784161185602,4,Smart Phone,Phone1,Oman
-1029.2561265518925,8,Smart Phone,Phone1,Oman
1971.7107421481096,20,Smart Phone,Phone1,Oman
971.38845258144249,16,Smart Phone,Phone1,Oman
2386.2898608037449,15,Smart Phone,Phone1,Norway
-1245.7269623163274,5,Smart Phone,Phone1,Germany
1505.1593339920082,16,Smart Phone,Phone1,Germany
-2246.0492518829947,1,Smart Phone,Phone1,Germany
-1338.3336277995572,4,Smart Phone,Phone1,Qatar
-1838.4947725828911,2,Smart Phone,Phone1,Qatar
16473.536442862314,12,Smart Phone,Phone2,Japan
-1681.5209728087461,2,Smart Phone,Phone2,HongKong
819.28475110792249,12,Smart Phone,Phone2,HongKong
2319.7681854579241,18,Smart Phone,Phone2,HongKong
-2874.0308420626388,2,Smart Phone,Phone2,Oman
-1623.6279801043047,7,Smart Phone,Phone2,Oman
3292.4014416013342,20,Smart Phone,Phone2,Norway
1291.7568624679989,12,Smart Phone,Phone2,Norway
1541.8374348596658,13,Smart Phone,Phone2,Norway
1791.9180072513327,14,Smart Phone,Phone2,Norway
1160.868052831263,16,Smart Phone,Phone2,Germany
-2090.1793882604061,3,Smart Phone,Phone2,Germany
410.62633565626231,13,Smart Phone,Phone2,Germany
-1089.8570986937389,7,Smart Phone,Phone2,Germany
1318.3419597397,16,Smart Phone,Phone2,Qatar
-432.22204700196778,9,Smart Phone,Phone2,Qatar
818.18081495636636,14,Smart Phone,Phone2,Qatar
18193.410126227529,18,Smart Phone,Phone3,Japan
13942.040395569193,1,Smart Phone,Phone3,Japan
16442.846119485861,11,Smart Phone,Phone3,Japan
17193.087836660863,14,Smart Phone,Phone3,Japan
18193.410126227529,18,Smart Phone,Phone3,Japan
3039.31957925647,20,Smart Phone,Phone3,HongKong
2789.2390068648033,19,Smart Phone,Phone3,HongKong
2289.0778620814694,17,Smart Phone,Phone3,HongKong
596.406848044243,15,Smart Phone,Phone3,Oman
1846.8097100025775,20,Smart Phone,Phone3,Oman
596.406848044243,15,Smart Phone,Phone3,Oman
3261.7111182248791,19,Smart Phone,Phone3,Norway
2011.3082562665454,14,Smart Phone,Phone3,Norway
260.74424952487732,7,Smart Phone,Phone3,Norway
510.824821916544,8,Smart Phone,Phone3,Norway
-739.57804004179013,3,Smart Phone,Phone3,Norway
-989.658612433457,2,Smart Phone,Phone3,Norway
2380.5805914131433,20,Smart Phone,Phone3,Germany
1130.1777294548087,15,Smart Phone,Phone3,Germany
2130.500019021476,19,Smart Phone,Phone3,Germany
-1963.3958047284236,2,Smart Phone,Phone3,Qatar
2287.9739259299131,19,Smart Phone,Phone3,Qatar
2287.9739259299131,19,Smart Phone,Phone3,Qatar
16151.894684941772,9,Smart Phone,Phone4,Japan
-502.67929637928808,5,Smart Phone,Phone4,HongKong
1555.8582754584882,18,Smart Phone,Phone4,Oman
3470.9208284641236,19,Smart Phone,Phone4,Norway
-530.36832980254565,3,Smart Phone,Phone4,Norway
720.03453215578872,8,Smart Phone,Phone4,Norway
-530.36832980254565,3,Smart Phone,Phone4,Norway
3721.001400855791,20,Smart Phone,Phone4,Norway
-530.36832980254565,3,Smart Phone,Phone4,Norway
1839.5485844773866,17,Smart Phone,Phone4,Germany
339.06515012738589,11,Smart Phone,Phone4,Germany
-161.09599465594772,9,Smart Phone,Phone4,Germany
-503.78323253084443,7,Smart Phone,Phone4,Qatar
2497.1836361691576,19,Smart Phone,Phone4,Qatar
-1254.0249497058448,4,Smart Phone,Phone4,Qatar
16300.500572791352,5,Smart Phone,Phone5,Japan
19301.467441491353,17,Smart Phone,Phone5,Japan
19551.548013883021,18,Smart Phone,Phone5,Japan
15550.258855616352,2,Smart Phone,Phone5,Japan
646.24888103695992,5,Smart Phone,Phone5,HongKong
4147.3768945202955,19,Smart Phone,Phone5,HongKong
1146.4100258202934,7,Smart Phone,Phone5,HongKong
1704.4641633080682,14,Smart Phone,Phone5,Oman
-1546.5832777836004,1,Smart Phone,Phone5,Oman
-1296.5027053919339,2,Smart Phone,Phone5,Oman
2369.1238543553704,10,Smart Phone,Phone5,Norway
2869.2849991387038,12,Smart Phone,Phone5,Norway
118.39870283036873,1,Smart Phone,Phone5,Norway
4869.9295782720392,20,Smart Phone,Phone5,Norway
-762.73182398136794,2,Smart Phone,Phone5,Germany
2738.3961895019679,16,Smart Phone,Phone5,Germany
1645.4672344520709,11,Smart Phone,Phone5,Qatar
895.22551727707025,8,Smart Phone,Phone5,Qatar
-692.701783934111,4,Smart Phone,Phone6,HongKong
3058.5068019408918,19,Smart Phone,Phone6,HongKong
2808.4262295492254,18,Smart Phone,Phone6,HongKong
-384.72821883800304,10,Smart Phone,Phone6,Oman
1280.2537617759663,10,Smart Phone,Phone6,Norway
3781.0594856926355,20,Smart Phone,Phone6,Norway
-1601.5213441691053,3,Smart Phone,Phone6,Germany
1649.5260969225642,16,Smart Phone,Phone6,Germany
2149.687241705898,18,Smart Phone,Phone6,Germany
-1193.9668648690013,4,Smart Phone,Phone6,Qatar
806.67771426433376,12,Smart Phone,Phone6,Qatar
-1944.2085820440016,1,Smart Phone,Phone6,Qatar
-1694.1280096523351,2,Smart Phone,Phone6,Qatar
18215.823109910816,12,Shoes,Shoes1,Japan
6541.25307013289,10,Shoes,Shoes1,SriLanka
6291.1724977412223,9,Shoes,Shoes1,SriLanka
5791.0113529578894,7,Shoes,Shoes1,SriLanka
3811.9742801147568,17,Shoes,Shoes1,HongKong
2311.4908457647562,11,Shoes,Shoes1,HongKong
-1381.8247474058057,1,Shoes,Shoes1,Oman
118.65868694419544,7,Shoes,Shoes1,Oman
2533.8823847331655,10,Shoes,Shoes1,Norway
1783.6406675581648,7,Shoes,Shoes1,Norway
1783.6406675581648,7,Shoes,Shoes1,Norway
1283.4795227748309,5,Shoes,Shoes1,Norway
3903.4770094464307,20,Shoes,Shoes1,Germany
3653.3964370547642,19,Shoes,Shoes1,Germany
1652.7518579214288,11,Shoes,Shoes1,Germany
-190.41881430346882,3,Shoes,Shoes1,Qatar
1810.225764829866,11,Shoes,Shoes1,Qatar
309.74233047986479,5,Shoes,Shoes1,Qatar
14260.465650616057,5,Shoes,Shoes2,Japan
18011.674236491061,20,Shoes,Shoes2,Japan
13760.304505832722,3,Shoes,Shoes2,Japan
14260.465650616057,5,Shoes,Shoes2,Japan
17511.513091707726,18,Shoes,Shoes2,Japan
2335.8150384464639,2,Shoes,Shoes2,SriLanka
3336.1373280131311,6,Shoes,Shoes2,SriLanka
2085.7344660547969,1,Shoes,Shoes2,SriLanka
2835.9761832297977,4,Shoes,Shoes2,SriLanka
3836.2984727964649,8,Shoes,Shoes2,SriLanka
2335.8150384464639,2,Shoes,Shoes2,SriLanka
-2144.0277583133366,2,Shoes,Shoes2,HongKong
-643.54432396333539,8,Shoes,Shoes2,HongKong
664.7515306994402,18,Shoes,Shoes2,Oman
-1421.4750745615938,3,Shoes,Shoes2,Norway
-2302.60560137333,4,Shoes,Shoes2,Germany
-2802.7667461566639,2,Shoes,Shoes2,Germany
-802.12216702332887,10,Shoes,Shoes2,Germany
1198.5224121100059,18,Shoes,Shoes2,Germany
-2145.1316944648929,4,Shoes,Shoes2,Qatar
1355.996319018443,18,Shoes,Shoes2,Qatar
605.7546018434424,15,Shoes,Shoes2,Qatar
1606.07689141011,19,Shoes,Shoes2,Qatar
-1394.8899772898926,7,Shoes,Shoes2,Qatar
16323.966442785022,14,Shoes,Shoes3,Japan
15573.724725610022,11,Shoes,Shoes3,Japan
13823.160718868354,4,Shoes,Shoes3,Japan
13573.080146476686,3,Shoes,Shoes3,Japan
13823.160718868354,4,Shoes,Shoes3,Japan
